domain,schdomain,ukdomain,county,urns
west-endacademy.org,0,0,,{140003}
westende.wokingham.sch.uk,1,1,wokingham,{109899}
westend.kirklees.sch.uk,1,1,kirklees,{107762}
westend.lancs.sch.uk,1,1,lancs,{119139}
westend.northumberland.sch.uk,1,1,northumberland,{122176}
westendprimary.org.uk,0,1,,{107846}
westendschool.org.uk,0,1,,{119188}
westergate.w-sussex.sch.uk,1,1,w-sussex,{126072}
westerings.org,0,0,,{137405}
westerncommunityprimary.org.uk,0,1,,{133384}
westerndownland.hants.sch.uk,1,1,hants,{116387}
western.hants.sch.uk,1,1,hants,{116327}
westernhouse.slough.sch.uk,1,1,slough,{140857}
western.n-yorks.sch.uk,1,1,n-yorks,"{121399,142220}"
westernprimary.co.uk,0,1,,{117926}
western-road.eschools.co.uk,0,1,,{114406}
westernsprings.staffs.sch.uk,1,1,staffs,{124125}
westerton.leeds.sch.uk,1,1,leeds,"{107825,142452}"
west-ewell.co.uk,0,1,,{124961}
westexe.devon.sch.uk,1,1,devon,{113505}
westexenurseryschool.org,0,0,,{134674}
westexmoorfederation.org.uk,0,1,,"{113451,113382,113157}"
westfeltonprimary.co.uk,0,1,,{123512}
westfieldacademy.co.uk,0,1,,{137203}
westfield.cambs.sch.uk,1,1,cambs,{110698}
westfield.dorset.sch.uk,1,1,dorset,{113960}
westfield.e-sussex.sch.uk,1,1,e-sussex,{114421}
westfield.hereford.sch.uk,1,1,hereford,{117055}
westfield.herts.sch.uk,1,1,herts,"{140049,117532}"
westfieldinfantschool.co.uk,0,1,,{112674}
westfieldinfants.co.uk,0,1,,{107859}
westfield-inf.leics.sch.uk,1,1,leics,{119929}
westfield-inf.somerset.sch.uk,1,1,somerset,{123728}
westfieldjm.herts.sch.uk,1,1,herts,{117270}
westfield-jun.leics.sch.uk,1,1,leics,{119928}
westfield.newcastle.sch.uk,1,1,newcastle,{108542}
westfield.norfolk.sch.uk,1,1,norfolk,"{120996,143956}"
westfieldnurseryschool.org,0,0,,{109422}
westfield.portsmouth.sch.uk,1,1,portsmouth,{116216}
westfieldprimaryacademy.co.uk,0,1,,{140044}
westfieldprimary.com,0,0,,{109072}
westfieldprimary.co.uk,0,1,,{133374}
westfieldprimary.herts.sch.uk,1,1,herts,{117254}
westfieldprimaryschool.com,0,0,,{111240}
westfieldprimaryschool.org,0,0,,{117883}
westfieldschool.co.uk,0,1,,{124672}
westfieldschool.net,0,0,,{109666}
westfieldschoolsheffield.org.uk,0,1,,{107135}
westfields-inf.hants.sch.uk,1,1,hants,{115994}
westfields-jun.hants.sch.uk,1,1,hants,{115984}
westfield.staffs.sch.uk,1,1,staffs,{124193}
westfield.surrey.sch.uk,1,1,surrey,{125117}
westfield.wigan.sch.uk,1,1,wigan,{134742}
westflegg.norfolk.sch.uk,1,1,norfolk,{121198}
westgarthprimaryschool.co.uk,0,1,,{111563}
westgate.hants.sch.uk,1,1,hants,{116407}
westgate.leicester.sch.uk,1,1,leicester,{131099}
westgate.lincs.sch.uk,1,1,lincs,"{120691,137451}"
westgate.newcastle.sch.uk,1,1,newcastle,{108533}
westgateprimary.com,0,0,,{125559}
westgateprimary.co.uk,0,1,,{107879}
westgateprimary.org,0,0,,{118252}
westgatesch.com,0,0,,{119347}
westgate.slough.sch.uk,1,1,slough,"{110105,138012}"
westgate.suffolk.sch.uk,1,1,suffolk,{124552}
westgladeprimary.co.uk,0,1,,{131006}
westgreen.haringey.sch.uk,1,1,haringey,{102115}
westgreen.w-sussex.sch.uk,1,1,w-sussex,{125826}
westgrove.enfield.sch.uk,1,1,enfield,{131657}
westhaddonprimary.net,0,0,,{122002}
westham.newham.sch.uk,1,1,newham,{102765}
westhatch.essex.sch.uk,1,1,essex,"{136758,115321}"
westhaveninf.dorset.sch.uk,1,1,dorset,{113720}
westhavenjun.dorset.sch.uk,1,1,dorset,{113714}
westhaven-special.n-somerset.sch.uk,1,1,n-somerset,{109406}
westheathprimary.bham.sch.uk,1,1,bham,{134279}
westheathschool.com,0,0,,{131611}
west-hill.kent.sch.uk,1,1,kent,"{118587,144668}"
westhillpark.com,0,0,,{116551}
west-hill-primary.devon.sch.uk,1,1,devon,{113106}
westhillprimaryschool.org,0,0,,{101024}
westhillschool.co.uk,0,1,,{137020}
westhill.staffs.sch.uk,1,1,staffs,{124072}
west-hill.surrey.sch.uk,1,1,surrey,{125463}
westhoathlyschool.co.uk,0,1,,{126012}
westholmeschool.com,0,0,,{119826}
westhorndon.essex.sch.uk,1,1,essex,{114921}
westhoughton-cp.bolton.sch.uk,1,1,bolton,{105180}
westhoughton-high.org,0,0,,{105252}
westhouses.derbyshire.sch.uk,1,1,derbyshire,{112508}
wesththn.bham.sch.uk,1,1,bham,{103127}
westjesmondprimary.org.uk,0,1,,{131203}
west-kidlington.oxon.sch.uk,1,1,oxon,{123004}
westking.ac.uk,0,1,,{130421}
west-kingsdown.kent.sch.uk,1,1,kent,{130948}
westkirbyprimaryschool.co.uk,0,1,,{105023}
westlakesacademy.org.uk,0,1,,{135632}
westlancs.ac.uk,0,1,,{142478}
westlancs.lancs.sch.uk,1,1,lancs,{131258}
westlands.essex.sch.uk,1,1,essex,{115027}
westlands.ik.org,0,0,,{124119}
westlands.kent.sch.uk,1,1,kent,{118906}
westlands.org.uk,0,1,,{136286}
westlandsprimary.org.uk,0,1,,{136270}
westlavington.w-sussex.sch.uk,1,1,w-sussex,{126032}
westleaprimary.co.uk,0,1,,{140302}
westleaprimaryschool.com,0,0,,{113998}
westleaschool.co.uk,0,1,,{102067}
westleighhigh.co.uk,0,1,,{106524}
westleighinfants.co.uk,0,1,,{114780}
westleighjunior.co.uk,0,1,,"{142753,114779}"
westleighmethodist.co.uk,0,1,,{140087}
westleighstpauls.co.uk,0,1,,{106481}
westley.suffolk.sch.uk,1,1,suffolk,{124807}
westlodge.harrow.sch.uk,1,1,harrow,{102216}
westlodgemiddle.ik.org,0,0,,{102201}
westlodge.org.uk,0,1,,{101481}
westlynn.norfolk.sch.uk,1,1,norfolk,{141168}
west-malling.kent.sch.uk,1,1,kent,"{118633,138737}"
westmeadowsprimary.org.uk,0,1,,{140460}
westmeads.kent.sch.uk,1,1,kent,{118363}
westmeltonprimary.co.uk,0,1,,{106917}
westmeon.hants.sch.uk,1,1,hants,{116322}
westminsteracademy.org.uk,0,1,,{131262}
westminster.ac.uk,0,1,,{133898}
westminstercathedralprimary.org.uk,0,1,,{101146}
westminster.org.uk,0,1,,{101165}
westminsterprimary.cheshire.sch.uk,1,1,cheshire,{111086}
westminsterschool.co.uk,0,1,,{128081}
westminstertutors.co.uk,0,1,,{140603}
westmnst.bham.sch.uk,1,1,bham,"{130944,143943}"
westmonktonprimaryschool.co.uk,0,1,,{123804}
westmoor.primary.co.uk,0,1,,{108582}
westmoorprimaryschool.co.uk,0,1,,{107613}
westmoorsmid.dorset.sch.uk,1,1,dorset,{113861}
westmorlandprimary.co.uk,0,1,,{132121}
westnewcastleacademy.org,0,0,,{139729}
westoecrownprimary.co.uk,0,1,,{134187}
weston.cheshire.sch.uk,1,1,cheshire,{111075}
westoncofe.derbyshire.sch.uk,1,1,derbyshire,{112896}
westoncoyney-jun.stoke.sch.uk,1,1,stoke,{124027}
westonfavellacademy.org,0,0,,{136948}
westongreenschool.org.uk,0,1,,{125437}
weston.halton.sch.uk,1,1,halton,{111114}
weston.herts.sch.uk,1,1,herts,{117413}
westonhills.lincs.sch.uk,1,1,lincs,{120554}
westoninglower.moonfruit.com,0,0,,{109490}
westonmill.plymouth.sch.uk,1,1,plymouth,"{143310,113269}"
westonpark-jun.southampton.sch.uk,1,1,southampton,{116111}
weston-park.org.uk,0,1,,"{144876,116112}"
westonparkprimary.org.uk,0,1,,{102130}
westonpoint.ik.org,0,0,,{111002}
westonprimaryacademy.org,0,0,,{138068}
westonrhyn.shropshire.sch.uk,1,1,shropshire,{123403}
westonroad.staffs.sch.uk,1,1,staffs,{137553}
westonshore.southampton.sch.uk,1,1,southampton,{116133}
weston-st-mary.co.uk,0,1,,{140988}
weston-st-mary.lincs.sch.uk,1,1,lincs,{120557}
westonturville.bucks.sch.uk,1,1,bucks,{110422}
weston-under-penyard.hereford.sch.uk,1,1,hereford,{116918}
westonway.herts.sch.uk,1,1,herts,{117065}
westonzoylandprimary.co.uk,0,1,,{123697}
westovergreen.co.uk,0,1,,"{144437,123733}"
westover-prim.portsmouth.sch.uk,1,1,portsmouth,"{142602,116194}"
westoxfordschool.co.uk,0,1,,{123050}
westparkacademy.org.uk,0,1,,{137042}
westpark.derby.sch.uk,1,1,derby,{136634}
westpark.hartlepool.sch.uk,1,1,hartlepool,"{111613,141717}"
westparkschool.co.uk,0,1,,{131153}
westpark.w-sussex.sch.uk,1,1,w-sussex,{126016}
westpennardschool.co.uk,0,1,,{123780}
westrainton.itss-durham.org.uk,0,1,,{114128}
westriseinf.co.uk,0,1,,{114466}
westrisejunior.co.uk,0,1,,{114467}
westroadprimary.co.uk,0,1,,{106691}
westropprimaryschool.co.uk,0,1,,{126253}
westrow.suffolk.sch.uk,1,1,suffolk,{124542}
westroydprimaryschool.co.uk,0,1,,{107827}
westsideschool.org.uk,0,1,,{140201}
westsomersetcollege.org,0,0,,{136791}
westsomerset.somerset.sch.uk,1,1,somerset,{123877}
west-st-leonards.e-sussex.sch.uk,1,1,e-sussex,{114451}
weststleonardsprimaryacademy.org.uk,0,1,,{140179}
west-street.org,0,0,,{119174}
west-tanfield.n-yorks.sch.uk,1,1,n-yorks,{121524}
westthurrockacademy.co.uk,0,1,,{139991}
westthurrockprimary.thurrock.sch.uk,1,1,thurrock,{114906}
westtownprimary.org,0,0,,{140855}
west-twyford.ealing.sch.uk,1,1,ealing,{101875}
west-tytherley.hants.sch.uk,1,1,hants,{116323}
westvale.calderdale.sch.uk,1,1,calderdale,{107573}
westvaleprimary.co.uk,0,1,,{104431}
westview.hartlepool.sch.uk,1,1,hartlepool,{111606}
westvillehouseschool.co.uk,0,1,,{107453}
westwalker.newcastle.sch.uk,1,1,newcastle,"{144269,108485}"
westwaltonprimary.com,0,0,,{120890}
westwaysprimary.co.uk,0,1,,{107095}
westwightmiddle.iow.sch.uk,1,1,iow,{118202}
westwinchprimary.ik.org,0,0,,{120899}
westwitneyprimaryschool.co.uk,0,1,,{123084}
westwitteringschool.co.uk,0,1,,{126000}
westwoodacademy.org,0,0,,{137030}
westwoodburn.northumberland.sch.uk,1,1,northumberland,{122190}
westwood.cambs.sch.uk,1,1,cambs,{110641}
westwoodcollege.coop,0,0,,"{124407,142755}"
westwood.croydon.sch.uk,1,1,croydon,{101805}
westwood.essex.sch.uk,1,1,essex,{115040}
westwoodfarmschools.w-berks.sch.uk,1,1,w-berks,{109864}
westwoodfirst.co.uk,0,1,,{124099}
westwood.leeds.sch.uk,1,1,leeds,{107954}
westwood.notts.sch.uk,1,1,notts,{122581}
westwoodprimary.org,0,0,,{139804}
westwoodprimaryschool.net,0,0,,{119338}
westwoodside.n-lincs.sch.uk,1,1,n-lincs,{138713}
westwoodsideschool.org.uk,0,1,,{118019}
westwood.theharmonytrust.org,0,0,,{141401}
westwoodwithiford.org,0,0,,{126234}
westwycombe.bucks.sch.uk,1,1,bucks,{110236}
wetherbyhigh.co.uk,0,1,,{108088}
wetherbyschool.co.uk,0,1,,{100519}
wethersfieldprisch.co.uk,0,1,,{115110}
wexhamprimary.com,0,0,,{109943}
wexhamschool.co.uk,0,1,,{110078}
weybourne.surrey.sch.uk,1,1,surrey,{125041}
weydon.com,0,0,,{125254}
weydonschool.surrey.sch.uk,1,1,surrey,{136531}
weyfield-pri.surrey.sch.uk,1,1,surrey,{125115}
weyfield-tkat.org,0,0,,{139070}
weyford-inf.hants.sch.uk,1,1,hants,{115961}
weyfordjuniorschool.co.uk,0,1,,{116018}
weyhouse.surrey.sch.uk,1,1,surrey,{125466}
weymouth.ac.uk,0,1,,{130653}
weyvalley.dorset.sch.uk,1,1,dorset,"{113879,138616}"
wfps.org.uk,0,1,,{138956}
wgacademiestrust.org.uk,0,1,,"{136478,136476,136477}"
wghs.org.uk,0,1,,"{140798,104402}"
wgprep.co.uk,0,1,,{102866}
wgsb.org.uk,0,1,,"{118875,137227}"
wgs.derbyshire.sch.uk,1,1,derbyshire,{112958}
wgsf.org.uk,0,1,,{108306}
wgs.org.uk,0,1,,{104411}
wgswitney.org.uk,0,1,,"{123238,144008}"
whaddon.ik.org,0,0,,{115593}
whaleybridge.derbyshire.sch.uk,1,1,derbyshire,{112647}
whalley.lancsngfl.ac.uk,0,1,,{119429}
whalton.northumberland.sch.uk,1,1,northumberland,{122302}
whaplodeprimary.co.uk,0,1,,{120555}
wharf.surrey.sch.uk,1,1,surrey,{124913}
wharncliffeside.org.uk,0,1,,{107059}
wharrier.newcastle.sch.uk,1,1,newcastle,{108486}
wharton.cheshire.sch.uk,1,1,cheshire,"{135635,111264}"
whartonprimary.co.uk,0,1,,{105897}
whartonsprimary.co.uk,0,1,,{107881}
whatfield.suffolk.sch.uk,1,1,suffolk,{124718}
whcps.org,0,0,,{124660}
wheatcroft.herts.sch.uk,1,1,herts,{117328}
wheatcroftprimary.com,0,0,,{121349}
wheatfieldprimary.com,0,0,,{131705}
wheatfieldschool.org,0,0,,{139900}
wheatfields.eschools.co.uk,0,1,,{131197}
wheatfieldsinfants.herts.sch.uk,1,1,herts,{117268}
wheatfieldsjm.herts.sch.uk,1,1,herts,{117212}
wheatfieldsjnr.cambs.sch.uk,1,1,cambs,{110890}
wheatleylane.lancs.sch.uk,1,1,lancs,{119702}
wheatley.oxon.digitalbrain.com,0,0,,{123122}
wheatley.oxon.sch.uk,1,1,oxon,{140344}
wheatleypark.org,0,0,,{140875}
wheatley-park.oxon.sch.uk,1,1,oxon,{123243}
wheeler.hull.sch.uk,1,1,hull,{117895}
wheelerprimary.org,0,0,,{139579}
wheelerslane.bham.sch.uk,1,1,bham,{103501}
wheelerslane-inf.bham.sch.uk,1,1,bham,{103277}
wheelerslane-jun.bham.sch.uk,1,1,bham,{103276}
wheelwrightlane.warwickshire.sch.uk,1,1,warwickshire,{125510}
wheldoninfants.co.uk,0,1,,{108236}
wheldon.notts.sch.uk,1,1,notts,{122849}
wheldrakewiththorganbyschool.co.uk,0,1,,{121644}
wherelearnersgrow.co.uk,0,1,,{121420}
wherwellprimary.co.uk,0,1,,{115960}
whetleyacademy.org.uk,0,1,,{139046}
whetstone.walsall.sch.uk,1,1,walsall,{104198}
whgs-academy.org,0,0,,{135296}
whgs.co.uk,0,1,,{105593}
whickhamschool.org,0,0,,{137360}
whickhamstmarys.org.uk,0,1,,{108396}
whimple-primary.devon.sch.uk,1,1,devon,{113113}
whinfants.co.uk,0,1,,{124026}
whinfield.net,0,0,,{134719}
whingate.leeds.sch.uk,1,1,leeds,{107969}
whinmoorstpauls.co.uk,0,1,,{108051}
whinneybanks.org.uk,0,1,,{134076}
whipperleyinfantacademy.co.uk,0,1,,{139219}
whipperleyinfantschool.co.uk,0,1,,{109559}
whiptonbartonfederation.devon.sch.uk,1,1,devon,{113092}
whiptonbartonjunior.devon.sch.uk,1,1,devon,{113093}
whirley.cheshire.sch.uk,1,1,cheshire,"{140598,111153}"
whissendineschool.com,0,0,,"{141454,120183}"
whistonjunior-infant.co.uk,0,1,,{140115}
whistonwillis.co.uk,0,1,,{104433}
whitbourneceprimaryschool.co.uk,0,1,,{116855}
whitburncofeacademy.org,0,0,,{136386}
whitburnvillageprimary.co.uk,0,1,,{131917}
whitbyheath.cheshire.sch.uk,1,1,cheshire,{111087}
whitbyhs.cheshire.sch.uk,1,1,cheshire,{111429}
whitchurchcombined.co.uk,0,1,,{110333}
whitchurch.hants.sch.uk,1,1,hants,{116324}
whitchurch-jun.shropshire.sch.uk,1,1,shropshire,{123514}
whitchurchprimary.co.uk,0,1,,{109073}
whitchurch-primary.devon.sch.uk,1,1,devon,{113267}
whitchurchprimary.harrow.sch.uk,1,1,harrow,{131316}
whitchurchprimary.org.uk,0,1,,{123009}
whitchurchprm.co.uk,0,1,,{402310}
whitchurchschool.org.uk,0,1,,{116919}
whitcliffemount.co.uk,0,1,,{107780}
whiteash.lancs.sch.uk,1,1,lancs,{119894}
whitebridge.essex.sch.uk,1,1,essex,{114872}
whitechapelcofeprimary.org.uk,0,1,,{136511}
whitechapel.kirklees.sch.uk,1,1,kirklees,{107772}
whitechapel.lancsngfl.ac.uk,0,1,,{119154}
whitecliffeprimaryschool.co.uk,0,1,,"{111654,143619}"
whitecliffs-primarycollege.co.uk,0,1,,{138168}
whitecoteprimary.co.uk,0,1,,{107970}
whitecotes.derbyshire.sch.uk,1,1,derbyshire,{112775}
whitecourt.essex.sch.uk,1,1,essex,{114988}
whitecrest.sandwell.sch.uk,1,1,sandwell,{103922}
whitecross.derby.sch.uk,1,1,derby,{112480}
whitecross.hereford.sch.uk,1,1,hereford,{139189}
whitefield.barnet.sch.uk,1,1,barnet,{137361}
whitefield-inf.lancs.sch.uk,1,1,lancs,{119179}
whitefield-pri.lancs.sch.uk,1,1,lancs,{119293}
whitefieldprimary.com,0,0,,{109576}
whitefieldprimaryschool.co.uk,0,1,,{104570}
whitefriarsinfants.com,0,0,,{121909}
whitefriars.net,0,0,,{121904}
whitefriars.norfolk.sch.uk,1,1,norfolk,"{141314,121141}"
whitefriarsschool.net,0,0,,"{141071,102184}"
whitegateend-oldham.co.uk,0,1,,{105658}
whitegateprimary.co.uk,0,1,,"{144842,122739}"
whitegate.schoolspider.co.uk,0,1,,{111338}
whitegrove.bracknell-forest.sch.uk,1,1,bracknell-forest,{131145}
whitehallacademy.co.uk,0,1,,{138575}
whitehall-inf.hillingdon.sch.uk,1,1,hillingdon,{102411}
whitehall-i.walsall.sch.uk,1,1,walsall,{104163}
whitehalljunior.org,0,0,,{102399}
whitehall-j.walsall.sch.uk,1,1,walsall,{104162}
whitehallparkschool.co.uk,0,1,,{140495}
whitehallprimary.com,0,0,,{103036}
whitehallprimary.co.uk,0,1,,{120081}
whitehartlane.haringey.sch.uk,1,1,haringey,{102158}
whitehavenacademy.org.uk,0,1,,{140406}
whitehaven.cumbria.sch.uk,1,1,cumbria,{112396}
whiteheath-inf.hillingdon.sch.uk,1,1,hillingdon,{102413}
whiteheath-jun.hillingdon.sch.uk,1,1,hillingdon,{102400}
whiteheath.org,0,0,,{103887}
whitehillacademy.org,0,0,,{136547}
whitehillcalderdale.org.uk,0,1,,{107496}
whitehill.herts.sch.uk,1,1,herts,{117253}
whitehillprimary.kent.sch.uk,1,1,kent,{140800}
whitehillsnurseryschool.org.uk,0,1,,{121787}
whitehillsprimary.northants.sch.uk,1,1,northants,{121926}
whitehill.stockport.sch.uk,1,1,stockport,{106084}
whitehorse.croydon.sch.uk,1,1,croydon,{101742}
whitehouse-academy.org,0,0,,{141122}
whitehousecommon.bham.sch.uk,1,1,bham,{132007}
whitehouseprimary.co.uk,0,1,,{142907}
whitehouseprimary.org.uk,0,1,,{108577}
whitehousepri.org.uk,0,1,,{111549}
whitehouseschool.com,0,0,,{100651}
whitehouseshropshire.co.uk,0,1,,{123615}
whitelaith.leeds.sch.uk,1,1,leeds,{107932}
whitelandsparkprimary.co.uk,0,1,,"{140407,109882}"
whiteleyprimary.co.uk,0,1,,{131420}
whitelockeschool.co.uk,0,1,,{110091}
whitemeadows.w-sussex.sch.uk,1,1,w-sussex,{140794}
whitemereprimary.org,0,0,,{108362}
whitemooracademy.co.uk,0,1,,{138663}
whitemoor.org.uk,0,1,,{138963}
whitenotley.essex.sch.uk,1,1,essex,{115111}
white-oak.kent.sch.uk,1,1,kent,{131578}
whiterockprimaryschool.co.uk,0,1,,{113216}
whitesheet.wilts.sch.uk,1,1,wilts,{140351}
whiteshill.gloucs.sch.uk,1,1,gloucs,"{115556,142451}"
whitespireschool.org.uk,0,1,,{110575}
whitestone-infantschool.co.uk,0,1,,{125545}
whiteswoodlane.lincs.sch.uk,1,1,lincs,{120489}
whitewalthamschool.co.uk,0,1,,"{109985,138635}"
whitewater.hants.sch.uk,1,1,hants,{116345}
whitewaysprimary.co.uk,0,1,,{106992}
whitewomanlane.norfolk.sch.uk,1,1,norfolk,{120914}
whitfieldaspenschool.co.uk,0,1,,{118459}
whitfieldcofeaidedfirstschool.schnet.org,0,0,,{122303}
whitfieldvalley.stoke.sch.uk,1,1,stoke,{124216}
whitfieldv.org.uk,0,1,,{141346}
whitgift.co.uk,0,1,,{101837}
whitgreaveinfants.org.uk,0,1,,{104298}
whitgreavejuniorschool.co.uk,0,1,,{104297}
whitingshill.barnet.sch.uk,1,1,barnet,{101304}
whitkirk.org,0,0,,{107942}
whitleigh-pri.plymouth.sch.uk,1,1,plymouth,{132215}
whitleyabbey.com,0,0,,{103734}
whitleyabbeyprimary.co.uk,0,1,,{103655}
whitleyacademy.com,0,0,,{136840}
whitleyandeggboroughcpschool.co.uk,0,1,,{121423}
whitleybayhighschool.org,0,0,,{108638}
whitleyfirst.northumberland.sch.uk,1,1,northumberland,{122293}
whitleylodgeschool.org.uk,0,1,,{108600}
whitley.northumberland.sch.uk,1,1,northumberland,{122281}
whitleyparkprimaryschool.co.uk,0,1,,{136512}
whitleyprimary.co.uk,0,1,,{110997}
whitminsterschool.co.uk,0,1,,{115660}
whitmore.harrow.sch.uk,1,1,harrow,{102239}
whitmore-inf.essex.sch.uk,1,1,essex,{114816}
whitmorepark.co.uk,0,1,,{103685}
whitmorepri.co.uk,0,1,,{114819}
whitmore-pri.essex.sch.uk,1,1,essex,{143126}
whitnashnursery.co.uk,0,1,,{125487}
whitnashprimaryschool.com,0,0,,{125560}
whitstable-endowed.kent.sch.uk,1,1,kent,{118737}
whitstable-junior.kent.sch.uk,1,1,kent,{118364}
whitstone.cornwall.sch.uk,1,1,cornwall,{111941}
whitstoneheadschool.co.uk,0,1,,{134062}
whitstoneschool.org,0,0,,{137192}
whittakermoss.rochdale.sch.uk,1,1,rochdale,{105781}
whittinghamprimary.org.uk,0,1,,{139317}
whittinghamprimaryschool.co.uk,0,1,,{122279}
whittingham.waltham.sch.uk,1,1,waltham,{131011}
whittington.herts.sch.uk,1,1,herts,{117346}
whittington-school.co.uk,0,1,,{124140}
whittingtonschool.co.uk,0,1,,{123549}
whittington.worcs.sch.uk,1,1,worcs,{116856}
whittlefield.lancs.sch.uk,1,1,lancs,{119262}
whittleprimary.com,0,0,,{119478}
whitton.suffolk.sch.uk,1,1,suffolk,"{141849,124684}"
whitwellprimary.co.uk,0,1,,{112649}
whitwickce.leics.sch.uk,1,1,leics,{120171}
whitworthpark.org.uk,0,1,,{114300}
whixall.shropshire.sch.uk,1,1,shropshire,"{123516,143325}"
whoberleyhall-coventry.org.uk,0,1,,{103674}
whprimary.com,0,0,,{114147}
whsb.essex.sch.uk,1,1,essex,"{136272,115317}"
whs.bucks.sch.uk,1,1,bucks,{136723}
whsg.info,0,0,,"{115339,136490}"
whs.lancs.sch.uk,1,1,lancs,{119723}
w-h-s.org.uk,0,1,,{107775}
whsschool.org.uk,0,1,,{107589}
whtc.co.uk,0,1,,{138457}
whx.leics.sch.uk,1,1,leics,"{120214,138297}"
whxps.co.uk,0,1,,{115286}
whybridge.co.uk,0,1,,{102285}
whybridge-jun.havering.sch.uk,1,1,havering,"{144596,102284}"
whyteleafe.surrey.sch.uk,1,1,surrey,{141593}
whytemead.w-sussex.sch.uk,1,1,w-sussex,{125861}
whytrig.northumberland.sch.uk,1,1,northumberland,{122335}
wibseyprimary.co.uk,0,1,,{107233}
wickbourne.w-sussex.sch.uk,1,1,w-sussex,{125844}
wickersley.net,0,0,,"{106955,140646}"
wickersleynorthfieldprimary.co.uk,0,1,,{141337}
wickfordcofe.essex.sch.uk,1,1,essex,{115089}
wickford-infants.iscoming.co.uk,0,1,,{114814}
wickford-jun.essex.sch.uk,1,1,essex,{114813}
wickhambreaux-school.ik.org,0,0,,{118660}
wickhambrookschool.co.uk,0,1,,"{142995,124548}"
wickhamcommon.bromley.sch.uk,1,1,bromley,"{142301,101595}"
wickhamcourt.org.uk,0,1,,{134175}
wickhammarketprimary.org.uk,0,1,,{141551}
wickhammarket.suffolk.sch.uk,1,1,suffolk,{124617}
wickham-primary.co.uk,0,1,,{116325}
wickleaacademy.com,0,0,,{141351}
wicklewoodschool.co.uk,0,1,,{121205}
wickprimaryschool.co.uk,0,1,,{109177}
wicor.hants.sch.uk,1,1,hants,{115938}
widcombecejuniorschool.co.uk,0,1,,"{143559,109259}"
widcombeinfantschool.co.uk,0,1,,{143010}
widcombeinf.ik.org,0,0,,{109008}
widdenprimaryschool.net,0,0,,{115481}
widecombe.devon.sch.uk,1,1,devon,"{136563,113235}"
widewellprimary.eschools.co.uk,0,1,,{139289}
wideycourt.plymouth.sch.uk,1,1,plymouth,"{113305,143309}"
widford.herts.sch.uk,1,1,herts,{117176}
widmerend.bucks.sch.uk,1,1,bucks,{110335}
widneyjuniorschool.co.uk,0,1,,{104054}
wiganutc.org,0,0,,{138229}
wiggintonprimary.co.uk,0,1,,{121366}
wiggonby.cumbria.sch.uk,1,1,cumbria,{112309}
wigleyprimaryschool.co.uk,0,1,,{112514}
wigmore.luton.sch.uk,1,1,luton,{109588}
wigmore-pri.hereford.sch.uk,1,1,hereford,{116747}
wigmoreschool.org.uk,0,1,,"{136374,136405}"
wigstonacademy.org,0,0,,{137984}
wigstoncollege.org,0,0,,{138894}
wigtonmoor.leeds.sch.uk,1,1,leeds,{107870}
wilbarston.northants.sch.uk,1,1,northants,"{140094,122004}"
wilberforceprimary.org,0,0,,{139824}
wilberforce.westminster.sch.uk,1,1,westminster,{101114}
wilberfossprimary.co.uk,0,1,,{117998}
wilberlee.kgfl.dbprimary.com,0,0,,{107648}
wilbrahamprimary.com,0,0,,{131444}
wilburtonprimary.co.uk,0,1,,{110804}
wilbury.herts.sch.uk,1,1,herts,"{144903,117121}"
wilburyprimaryschool.org.uk,0,1,,{102013}
wilbyprimarynorthants.org,0,0,,{122033}
wilcombe-pri.devon.sch.uk,1,1,devon,"{113342,137659}"
wildbank.tameside.sch.uk,1,1,tameside,{106194}
wildenallsaints.ik.org,0,0,,{116857}
wilden.beds.sch.uk,1,1,beds,{109627}
wildernesse.kent.sch.uk,1,1,kent,{118905}
wildern.hants.sch.uk,1,1,hants,{136654}
wildground.hants.sch.uk,1,1,hants,"{115885,115883}"
wildmoorheath.org.uk,0,1,,{109812}
wildridingsprimary.co.uk,0,1,,{109941}
wilfredowen.shropshire.sch.uk,1,1,shropshire,{123422}
wilkgrni.bham.sch.uk,1,1,bham,{103308}
wilkgrnj.bham.sch.uk,1,1,bham,{103317}
wilkinsonprimaryschool.uk,0,1,,{104325}
willand.devon.sch.uk,1,1,devon,{113114}
willastonceprimaryschool.co.uk,0,1,,{111245}
willastonprimary.co.uk,0,1,,"{142236,111076}"
willenhalle-actacademy.org.uk,0,1,,{137706}
willenhallprimary.org,0,0,,{134745}
willen.milton-keynes.sch.uk,1,1,milton-keynes,{110388}
willerbycarrinfants.co.uk,0,1,,{117887}
willerbycarrlane.e-riding.sch.uk,1,1,e-riding,{135115}
willerseyschool.org.uk,0,1,,{115661}
willesborough-infant.kent.sch.uk,1,1,kent,{118370}
willesborough-js.kent.sch.uk,1,1,kent,{118371}
willesden.brent.sch.uk,1,1,brent,{101551}
williamallitt.derbyshire.sch.uk,1,1,derbyshire,{112938}
williamalvey.net,0,0,,"{137565,120670}"
williamamory.co.uk,0,1,,{131073}
william-austin.com,0,0,,{109560}
williamaustininfants.co.uk,0,1,,{109584}
williambarcroft.ne-lincs.sch.uk,1,1,ne-lincs,"{143884,117731}"
williambarnes.dorset.sch.uk,1,1,dorset,{113676}
williambellamy.co.uk,0,1,,{101226}
williambooth.nottingham.sch.uk,1,1,nottingham,"{144462,122444}"
