domain,schdomain,ukdomain,county,urns
bridgewaterhigh.com,0,0,,"{141598,111447}"
bridgewater.newcastle.sch.uk,1,1,newcastle,{108466}
bridgewaterpark.halton.sch.uk,1,1,halton,{140612}
bridgewaterprimary.net,0,0,,{122076}
bridgewaterprimaryschool.co.uk,0,1,,{105912}
bridgnorthendowed.co.uk,0,1,,"{139143,123586}"
bridgnorth-st-leonards.shropshire.sch.uk,1,1,shropshire,{131903}
bridgtown.staffs.sch.uk,1,1,staffs,{124067}
bridgwater.ac.uk,0,1,,{130803}
bridgwatercollegeacademy.org,0,0,,{138375}
bridlewoodprimaryschool.org.uk,0,1,,{134134}
bridlingtonnurseryschool.co.uk,0,1,,{117695}
bridlingtonschool.co.uk,0,1,,{118111}
bridport.dorset.sch.uk,1,1,dorset,"{142690,113660}"
bridstow-school.co.uk,0,1,,{116869}
briercliffe.lancs.sch.uk,1,1,lancs,{119168}
brierley.dudley.sch.uk,1,1,dudley,{103776}
brierleyforestprimary.co.uk,0,1,,{137810}
brierleyprimary.ik.org,0,0,,{106629}
briertonschool.ik.org,0,0,,{111745}
brigg.derbyshire.sch.uk,1,1,derbyshire,{112623}
briggprimary.co.uk,0,1,,{117728}
brigham.cumbria.sch.uk,1,1,cumbria,{112271}
brighouse.calderdale.sch.uk,1,1,calderdale,"{136604,107580}"
brighstoneprimary.org.uk,0,1,,{118192}
brightfuturescare.co.uk,0,1,,{134186}
brightfuturesschool.co.uk,0,1,,{105748}
brightlingsea-inf.essex.sch.uk,1,1,essex,{114755}
brightlingsea-jun.essex.sch.uk,1,1,essex,{114758}
brightonavenueprimaryschool.org,0,0,,{108368}
brightoncollege.net,0,0,,{114654}
brightonhill.hants.sch.uk,1,1,hants,{116441}
brighton-hove.gov.uk,0,1,,{114365}
brightsideni.org.uk,0,1,,{106987}
brightsideprimary.com,0,0,,{132164}
brightwalton.westberks.dbprimary.com,0,0,,{110008}
brightwell.oxon.sch.uk,1,1,oxon,"{123144,144568}"
brigidine.org.uk,0,1,,{110147}
brigshaw.com,0,0,,"{143238,108090}"
brigstockprimary.org.uk,0,1,,{122011}
brill.bucks.sch.uk,1,1,bucks,"{139446,110418}"
brimington.derbyshire.sch.uk,1,1,derbyshire,"{143580,112517}"
brimingtonmanor.co.uk,0,1,,"{143579,112518}"
brimpton.w-berks.sch.uk,1,1,w-berks,{109954}
brimrodprimary.rochdale.sch.uk,1,1,rochdale,{105764}
brimscombe.gloucs.sch.uk,1,1,gloucs,{115690}
brimsdown.enfield.sch.uk,1,1,enfield,"{143202,135535}"
brimsham.com,0,0,,{109319}
brindishemanor.lewisham.sch.uk,1,1,lewisham,{100693}
brindisheschools.org,0,0,,"{100687,100717}"
brindlegregsonlane.lancs.sch.uk,1,1,lancs,{119203}
brindleyheath.co.uk,0,1,,{124094}
brineleas.co.uk,0,1,,"{111439,136279}"
bringhurst.leics.sch.uk,1,1,leics,{119909}
bringhurstprimary.co.uk,0,1,,{141279}
brington.org,0,0,,{110827}
bringtonprimaryschool.org.uk,0,1,,{121798}
brinkleygrove.essex.sch.uk,1,1,essex,{131219}
brinkworthearldanbys.wilts.sch.uk,1,1,wilts,{126390}
brinscall.lancs.sch.uk,1,1,lancs,{119705}
brinsley.notts.sch.uk,1,1,notts,{122566}
brinsworthacademy.org.uk,0,1,,{136301}
brinsworthwhitehill.org,0,0,,"{143057,106908}"
bris.ac.uk,0,1,,{133799}
briscoe.manchester.sch.uk,1,1,manchester,{138653}
brisley.norfolk.sch.uk,1,1,norfolk,{121109}
bristnallhallacademy.attrust.org.uk,0,1,,{139043}
bristol-city.gov.uk,0,1,,{134526}
bristolfreeschool.org.uk,0,1,,{136822}
bristolgrammarschool.co.uk,0,1,,{109369}
bristolmet.net,0,0,,{135959}
britanniabridge.co.uk,0,1,,{106417}
britannia-high.sandwell.sch.uk,1,1,sandwell,{104015}
britanniaprimary.co.uk,0,1,,{119189}
britannia.suffolk.sch.uk,1,1,suffolk,{124653}
britannia-village.newham.sch.uk,1,1,newham,"{144527,131613}"
brit.croydon.sch.uk,1,1,croydon,{101849}
britishcouncilschool.es,0,0,,{142417}
britishschoolbarcelona.com,0,0,,"{137589,141417}"
britishschoolbg.com,0,0,,{142484}
britishschool.edu.mn,0,0,,{141317}
britishschool.edu.my,0,0,,{143023}
britishschool.fr,0,0,,{137590}
britishschoolgeneva.ch,0,0,,{143423}
britishschoolmuscat.com,0,0,,"{132562,145024}"
britishschool.nl,0,0,,{132270}
britishschool.org.cn,0,0,,{137592}
britishschool.ro,0,0,,{133466}
britishschool.sch.ae,0,0,,{137591}
britishschool.si,0,0,,{144781}
brittons.havering.sch.uk,1,1,havering,"{136576,102339}"
brixhamcofeprimary.torbay.sch.uk,1,1,torbay,{113390}
brixhamcollege.co.uk,0,1,,"{137755,113527}"
brixington.devon.sch.uk,1,1,devon,{134375}
brixworthprimary.org.uk,0,1,,{121964}
brizeprimary.org,0,0,,"{142645,123013}"
brj.wrekin.sch.uk,1,1,wrekin,{123598}
broadacreprimaryschool.org,0,0,,{117913}
broadbentfold.tameside.sch.uk,1,1,tameside,{106193}
broadbottom.tameside.sch.uk,1,1,tameside,{106227}
broadchalke.wilts.sch.uk,1,1,wilts,{126435}
broadelms.ik.org,0,0,,{107175}
broadfieldinfants.herts.sch.uk,1,1,herts,{117216}
broadfieldjunior.org,0,0,,{117215}
broadfield.lancs.sch.uk,1,1,lancs,{119883}
broadfield.oldham.sch.uk,1,1,oldham,{105676}
broadfieldprimary.herts.sch.uk,1,1,herts,"{135339,144909}"
broadfield.rochdale.sch.uk,1,1,rochdale,{134220}
broadfields.barnet.sch.uk,1,1,barnet,{140236}
broadfields.essex.sch.uk,1,1,essex,{114943}
broadford.havering.sch.uk,1,1,havering,{102317}
broadgateprimary.org.uk,0,1,,{107874}
broadgreeninternationalschool.com,0,0,,{104696}
broadgreenprimary.org.uk,0,1,,{104611}
broadheath.coventry.sch.uk,1,1,coventry,{103672}
broadheathprimaryschool.com,0,0,,{106289}
broadhembury.devon.sch.uk,1,1,devon,{113349}
broadhempston-primary.devon.sch.uk,1,1,devon,{113191}
broadhintonschool.org,0,0,,{126305}
broadhurstprimary.co.uk,0,1,,{105451}
broadland.norfolk.sch.uk,1,1,norfolk,{121159}
broadlandsacademy.org,0,0,,{138985}
broadlands.hereford.sch.uk,1,1,hereford,{116679}
broadlandsschool.org.uk,0,1,,{109304}
broadleaprimary.co.uk,0,1,,{118175}
broadmayne.dorset.sch.uk,1,1,dorset,{113661}
broadmead-inf.croydon.sch.uk,1,1,croydon,{101775}
broadmeadlower.beds.sch.uk,1,1,beds,{109483}
broadmeadow-jun.bham.sch.uk,1,1,bham,{103286}
broadmeadschool.com,0,0,,{109725}
broadmere.surrey.sch.uk,1,1,surrey,{139479}
broadoak.bury.sch.uk,1,1,bury,{105364}
broadoak.e-sussex.sch.uk,1,1,e-sussex,{114390}
broadoakhigh.com,0,0,,{106363}
broadoak.lancs.sch.uk,1,1,lancs,{119337}
broadoak.manchester.sch.uk,1,1,manchester,{105467}
broadoak.n-somerset.sch.uk,1,1,n-somerset,"{137840,109315}"
broadoak.salford.sch.uk,1,1,salford,{137556}
broadoakschool.thedeantrust.co.uk,0,1,,{138124}
broadoak.st-helens.sch.uk,1,1,st-helens,{130259}
broadoak.tameside.sch.uk,1,1,tameside,"{106224,144569}"
broadsquareprimary.co.uk,0,1,,{133335}
broadstonefirstschool.co.uk,0,1,,"{141258,113687}"
broadstonehallschool.co.uk,0,1,,{106034}
broadstonemiddle.poole.sch.uk,1,1,poole,{113877}
broad-street.com,0,0,,{125524}
broadstreet.school.cheshire.org.uk,0,1,,{111062}
broadtown.wilts.sch.uk,1,1,wilts,{126306}
broadwasschool.co.uk,0,1,,{116870}
broadwater-down.kent.sch.uk,1,1,kent,{118566}
broadwaterschool.org.uk,0,1,,{101002}
broadwater.surrey.sch.uk,1,1,surrey,{125249}
broadwater.w-sussex.sch.uk,1,1,w-sussex,{126033}
broadway-academy.co.uk,0,1,,{139841}
broadwayinfants.org.uk,0,1,,{109057}
broadwayjuniorschool.com,0,0,,{108757}
broadway.lancsngfl.ac.uk,0,1,,{119326}
broadway.newcastle.sch.uk,1,1,newcastle,{108443}
broadway-school.co.uk,0,1,,{103511}
broadway.worcs.sch.uk,1,1,worcs,{116656}
broadwindsor.dorset.sch.uk,1,1,dorset,{113777}
brockdishprimaryschool.com,0,0,,{121028}
brockenhurstceprimary.co.uk,0,1,,{116276}
brockhampton.hereford.sch.uk,1,1,hereford,{116657}
brockhamptonprimaryschool.co.uk,0,1,,{137624}
brockhill.kent.sch.uk,1,1,kent,"{118830,137458}"
brockholes.lancsngfl.ac.uk,0,1,,{119230}
brockholes.schooljotter2.com,0,0,,{107713}
brockhurst.hants.sch.uk,1,1,hants,{116177}
brockhurst-jun.hants.sch.uk,1,1,hants,{116161}
brockington.leics.sch.uk,1,1,leics,"{138521,120302}"
brocklesby-park.lincs.sch.uk,1,1,lincs,{120442}
brocklewoodprimaryschool.co.uk,0,1,,{141397}
brockley.derbyshire.sch.uk,1,1,derbyshire,{112510}
brockmoor.dudley.sch.uk,1,1,dudley,{103777}
brockshill.leics.sch.uk,1,1,leics,"{120060,139739}"
brockswood.herts.sch.uk,1,1,herts,{117349}
brocktonprimary.co.uk,0,1,,{123463}
brockwellinfantschool.co.uk,0,1,,{112673}
brockwell-jun.derbyshire.sch.uk,1,1,derbyshire,{112691}
brockwellschool.co.uk,0,1,,{122333}
brockwood.org.uk,0,1,,{116574}
brockworthprimary.ik.org,0,0,,{115508}
brodetsky.leeds.sch.uk,1,1,leeds,{108054}
brogdalecic.co.uk,0,1,,{144797}
brokehall.suffolk.sch.uk,1,1,suffolk,{124671}
brokencross.cheshire.sch.uk,1,1,cheshire,{111223}
bromesberrowschool.co.uk,0,1,,{115675}
bromet.herts.sch.uk,1,1,herts,"{144908,117308}"
bromfords.essex.sch.uk,1,1,essex,"{139181,115323}"
bromhamprimary.co.uk,0,1,,{109611}
bromhills.dudley.sch.uk,1,1,dudley,{103819}
bromley.gov.uk,0,1,,{141529}
bromleyheathinfantschool.co.uk,0,1,,{109029}
bromleyroad.bromley.sch.uk,1,1,bromley,"{144287,101588}"
bromoor.cumbria.sch.uk,1,1,cumbria,{112129}
bromptonacademy.org.uk,0,1,,{136107}
bromptonhall.n-yorks.sch.uk,1,1,n-yorks,{121764}
brompton.n-yorks.sch.uk,1,1,n-yorks,{121372}
bromptonsawdon.n-yorks.sch.uk,1,1,n-yorks,{121373}
bromptonschool.net,0,0,,{121481}
bromptonwestbrook.medway.sch.uk,1,1,medway,"{118561,141467}"
bromsgrove-school.co.uk,0,1,,{117012}
bromstoneschool.com,0,0,,{118534}
brondesburycollege.co.uk,0,1,,{131059}
brookacre.co.uk,0,1,,{111202}
brook-ashford.kent.sch.uk,1,1,kent,{118373}
brookburn.wordpress.com,0,0,,"{144131,105414}"
brookdale.eschools.co.uk,0,1,,{105028}
brook.dudley.sch.uk,1,1,dudley,{103778}
brookehillprimary.co.uk,0,1,,"{137358,120046}"
brookehouse.co.uk,0,1,,{120341}
brooke.norfolk.sch.uk,1,1,norfolk,{121096}
brookes.ac.uk,0,1,,{133864}
brookescambridge.org,0,0,,{124893}
brookeschool.co.uk,0,1,,{125801}
brookeweston.org,0,0,,"{122153,135317}"
brookfield-academy.org,0,0,,{140403}
brookfield.camden.sch.uk,1,1,camden,{100011}
brookfield.derbyshire.sch.uk,1,1,derbyshire,"{112962,136548}"
brookfield.hants.sch.uk,1,1,hants,{116419}
brookfieldinfant.co.uk,0,1,,{118484}
brookfield-jun.kent.sch.uk,1,1,kent,{118869}
brookfield.lancs.sch.uk,1,1,lancs,{119226}
brookfieldparkprimary.co.uk,0,1,,{134603}
brookfield-pri.com,0,0,,{112619}
brookfieldprimary.org,0,0,,{126283}
brookfieldprimaryschool.uk,0,1,,{112774}
brookfields.bham.sch.uk,1,1,bham,{103175}
brookfieldschool.co.uk,0,1,,{119895}
brookfieldschool.org,0,0,,{110186}
brookfieldsschool.com,0,0,,{111516}
brookfield.sutton.sch.uk,1,1,sutton,"{102977,143628}"
brookgreen.org.uk,0,1,,{113648}
brookhill-leys.com,0,0,,{122567}
brookhillleys.com,0,0,,{109309}
brookhousejunior.uk,0,1,,{107037}
brookhouseprimary.co.uk,0,1,,{119344}
brookhurstprimary.com,0,0,,{125565}
brooklandinfant.co.uk,0,1,,{101263}
brooklandinfants.herts.sch.uk,1,1,herts,{117272}
brooklandjm.herts.sch.uk,1,1,herts,{117233}
brooklandjuniorschool.co.uk,0,1,,{101262}
brookland.kent.sch.uk,1,1,kent,{118664}
brooklands.ac.uk,0,1,,{130825}
brooklands.derbyshire.sch.uk,1,1,derbyshire,{133982}
brooklandsfarm.milton-keynes.sch.uk,1,1,milton-keynes,{135271}
brooklands.n-yorks.sch.uk,1,1,n-yorks,{121778}
brooklandsprimary.co.uk,0,1,,{124626}
brooklandsschool.co.uk,0,1,,{137636}
brooklandsschool.org.uk,0,1,,"{100148,143210}"
brooklands.surrey.sch.uk,1,1,surrey,{125472}
brooklands.trafford.sch.uk,1,1,trafford,{106301}
brookmanspark.herts.sch.uk,1,1,herts,{117570}
brookside.cheshire.sch.uk,1,1,cheshire,{131956}
brookside.hillingdon.sch.uk,1,1,hillingdon,{102406}
brookside-inf.havering.sch.uk,1,1,havering,{102289}
brookside.lancs.sch.uk,1,1,lancs,{119321}
brookside.leics.sch.uk,1,1,leics,{119989}
brookside.oxon.sch.uk,1,1,oxon,{123007}
brooksideprimary.com,0,0,,{106036}
brooksideprimary.co.uk,0,1,,{122637}
brooksideprimarysch.co.uk,0,1,,{139117}
brooksideprimaryschool.com,0,0,,"{123675,136848}"
brookstreetschool.co.uk,0,1,,{112231}
brooksward.milton-keynes.sch.uk,1,1,milton-keynes,{132210}
brookvale.halton.sch.uk,1,1,halton,{132195}
brookvalehighschool.co.uk,0,1,,{138323}
brookvale.leics.sch.uk,1,1,leics,{120269}
brookvaleschool.co.uk,0,1,,"{103319,139465}"
brookway.manchester.sch.uk,1,1,manchester,{105570}
brookwood.surrey.sch.uk,1,1,surrey,{124998}
brook.w-sussex.sch.uk,1,1,w-sussex,{131602}
broombarns.herts.sch.uk,1,1,herts,{117189}
broomcottages-pri.durham.sch.uk,1,1,durham,{114096}
broomfield-eg.leics.sch.uk,1,1,leics,{119976}
broomfield.essex.sch.uk,1,1,essex,{115292}
broomfield.n-yorks.sch.uk,1,1,n-yorks,{121359}
broomfieldprimaryschool.co.uk,0,1,,{138805}
broomfieldschool.com,0,0,,{102938}
broomfieldschool.co.uk,0,1,,{102056}
broomfieldsjunior.co.uk,0,1,,{111128}
broomgroveinfantschool.co.uk,0,1,,{114756}
broomgrove-jun.essex.sch.uk,1,1,essex,{114759}
broomhallnursery.org.uk,0,1,,{106973}
broomhaugh.northumberland.sch.uk,1,1,northumberland,{122285}
broomhillbank.org.uk,0,1,,{119026}
broomhill-jun.bristol.sch.uk,1,1,bristol,{108919}
broomhilljuniorschool.co.uk,0,1,,{122585}
broomhill.northumberland.sch.uk,1,1,northumberland,{122196}
broomhill.sheffield.sch.uk,1,1,sheffield,{107154}
broomley.northumberland.sch.uk,1,1,northumberland,"{122189,122235}"
broom-leys.leics.sch.uk,1,1,leics,"{120085,138891}"
broomvalleycommunityschool.co.uk,0,1,,{106835}
broomwoodprimary.co.uk,0,1,,{106290}
broseleyprimary.co.uk,0,1,,{123523}
brothertonandbyramschool.org,0,0,,"{141393,121384}"
brougham-school.org.uk,0,1,,"{142965,111568}"
broughamstreet.n-yorks.sch.uk,1,1,n-yorks,{121268}
broughprimaryschool.co.uk,0,1,,{117842}
broughton.bucks.sch.uk,1,1,bucks,{110270}
broughtonfieldsprimary.org.uk,0,1,,{134072}
broughton-furness.cumbria.sch.uk,1,1,cumbria,{112287}
broughtongifford.wilts.sch.uk,1,1,wilts,{141928}
broughtonhall.com,0,0,,{104713}
broughton.hants.sch.uk,1,1,hants,{115867}
broughtonhigh.co.uk,0,1,,{119759}
broughtoninfant.bucks.sch.uk,1,1,bucks,{110284}
broughton-jnr.lincs.sch.uk,1,1,lincs,{117910}
broughton-pri.cumbria.sch.uk,1,1,cumbria,{112407}
broughtonprimary.co.uk,0,1,,{119563}
broughtonprimarysch.co.uk,0,1,,{137513}
broughtonprimaryschool.co.uk,0,1,,{121799}
broughtonprimaryschool.net,0,0,,{117729}
browickroadprimary.co.uk,0,1,,{120867}
brownclee.shropshire.sch.uk,1,1,shropshire,{123532}
browneyacademy.co.uk,0,1,,{140359}
brownhill.coop,0,0,,{138986}
brownhill-infants.co.uk,0,1,,{107689}
brownhillshighschool.co.uk,0,1,,{124383}
brownhills.walsall.sch.uk,1,1,walsall,{104248}
brownhillswest.com,0,0,,{104206}
brownlow-fold.bolton.sch.uk,1,1,bolton,{105149}
brownlowprimary.org,0,0,,{140702}
brownlowschool.org.uk,0,1,,{119939}
brownmead.learning.academy,0,0,,{141320}
brownsovercommunityschool.co.uk,0,1,,{125618}
brownsprimaryschool.co.uk,0,1,,"{143258,120603}"
brownsschool.co.uk,0,1,,{131395}
broxbourne.herts.sch.uk,1,1,herts,"{117529,136396}"
broxbourne-pri.herts.sch.uk,1,1,herts,{117437}
brucheprimary.co.uk,0,1,,"{133915,143058}"
brudenellprimary.co.uk,0,1,,{107885}
bruford.ac.uk,0,1,,{133810}
brumbyengineeringcollege.co.uk,0,1,,{118088}
brumbyjuniorschool.co.uk,0,1,,{117746}
brumby.outwood.com,0,0,,{139277}
brundallprimary.com,0,0,,{120909}
brunel.ac.uk,0,1,,{133897}
brunelprimaryschool.co.uk,0,1,,{136957}
brunepark.co.uk,0,1,,{116472}
brunshaw23.lancsngfl.ac.uk,0,1,,{119217}
brunswick.brighton-hove.sch.uk,1,1,brighton-hove,{114446}
brunswick.cambs.sch.uk,1,1,cambs,{110596}
brunswick.cumbria.sch.uk,1,1,cumbria,{112117}
brunswick-house.kent.sch.uk,1,1,kent,{118297}
brunswickpark.barnet.sch.uk,1,1,barnet,{101264}
brunswickparkprimary.co.uk,0,1,,{131843}
brunswickprimaryschool.co.uk,0,1,,{107069}
bruntonfirst.co.uk,0,1,,{135286}
brunts.evolvetrust.org,0,0,,{137763}
brunts.notts.sch.uk,1,1,notts,{133266}
brushwood-jun.bucks.sch.uk,1,1,bucks,{110523}
brutonprimary.org.uk,0,1,,{123899}
brutonschool.co.uk,0,1,,{123904}
brymoreacademy.co.uk,0,1,,{139655}
bryncelynprimary.com,0,0,,{401615}
bryncethinprimary.com,0,0,,{401078}
bryngates.wigan.sch.uk,1,1,wigan,{106414}
brynoffa.shropshire.sch.uk,1,1,shropshire,{123528}
brynsaintpeters.co.uk,0,1,,{106438}
bsalex.net,0,0,,{132609}
bsalicante.com,0,0,,{133954}
bsb-edu.org.uk,0,1,,{141420}
bscjs.org,0,0,,{104668}
bsg.bournemouth.sch.uk,1,1,bournemouth,"{136996,113905}"
bs-gc.com,0,0,,{133380}
bsjs.co.uk,0,1,,{106861}
bsk.edu.kw,0,0,,{140157}
bsl.leeds.sch.uk,1,1,leeds,{108052}
bsp.leeds.sch.uk,1,1,leeds,{108003}
bsprimary.com,0,0,,{141076}
bstm.co.uk,0,1,,{104813}
bteacademy.co.uk,0,1,,{139669}
btg.ac,0,0,,{100638}
bthcc.org.uk,0,1,,{106376}
btinternet.com,0,0,,{133299}
bton.ac.uk,0,1,,{133796}
btrcc.lancs.sch.uk,1,1,lancs,{134997}
bubwithprimary.co.uk,0,1,,{117878}
buchs.co.uk,0,1,,"{138834,115377}"
buckdenschool.co.uk,0,1,,"{137639,110810}"
buckfastleigh.devon.sch.uk,1,1,devon,"{136562,113192}"
buckhursthillprimary.co.uk,0,1,,{115052}
buckinghampark.bucks.sch.uk,1,1,bucks,{137570}
buckinghamparkschool.co.uk,0,1,,{134791}
buckinghamprimaryacademy.net,0,0,,{140847}
buckinghamprimary.com,0,0,,{110329}
buckingham.richmond.sch.uk,1,1,richmond,{102904}
buckinghamschool.com,0,0,,{110484}
buckinghamshireutc.co.uk,0,1,,{139434}
buckingham.w-sussex.sch.uk,1,1,w-sussex,{125876}
buckland-brewer-primary.devon.sch.uk,1,1,devon,{113141}
bucklandinfantschool.co.uk,0,1,,{125087}
buckland-jun.surrey.sch.uk,1,1,surrey,{125086}
bucklandnewton.dorset.sch.uk,1,1,dorset,"{144413,113776}"
bucklandprimaryschool.org.uk,0,1,,"{140278,123145}"
bucklandprimary.surrey.sch.uk,1,1,surrey,{135237}
bucklandstmaryceprimaryschool.co.uk,0,1,,{141740}
bucklandstmaryschool.ik.org,0,0,,{123826}
buckleburyschool.org.uk,0,1,,{109955}
bucklersmead.com,0,0,,{137193}
bucklers-m.somerset.sch.uk,1,1,somerset,{123890}
buckleshamprimary.com,0,0,,{124572}
buckminster.leics.sch.uk,1,1,leics,{119910}
bucknallprimary.org.uk,0,1,,{120443}
bucknellprimaryschool.org,0,0,,{123537}
bucksfamilyinfo.org,0,0,,{110519}
buckshaw.lancs.sch.uk,1,1,lancs,{119205}
bucksprimarypru.co.uk,0,1,,{136684}
buckstones.oldham.sch.uk,1,1,oldham,{105671}
buckswood.co.uk,0,1,,{114656}
bucktonvale.org.uk,0,1,,{106191}
budbrooke.warwickshire.sch.uk,1,1,warwickshire,"{125564,141244}"
budehaven.cornwall.sch.uk,1,1,cornwall,{112045}
bude-inf.cornwall.sch.uk,1,1,cornwall,{111945}
budejuniorschool.ik.org,0,0,,{111949}
budepark.hull.sch.uk,1,1,hull,"{139511,117929}"
budmouth.dorset.sch.uk,1,1,dorset,{113902}
bugbrookeprimaryschool.co.uk,0,1,,{121800}
buglawtonhall-ebsd.co.uk,0,1,,{105604}
buglawtonprimaryschool.org,0,0,,{111033}
bugle.eschools.co.uk,0,1,,"{143165,111888}"
bugthorpeprimaryschool.co.uk,0,1,,{118000}
buildwas.shropshire.sch.uk,1,1,shropshire,{123356}
builehillvisualartscollege.co.uk,0,1,,"{143059,105974}"
bulfordceschool.com,0,0,,{126309}
bulfordstleonards.org.uk,0,1,,{143007}
bullamoor.n-yorks.sch.uk,1,1,n-yorks,{121354}
bullerswood.bromley.sch.uk,1,1,bromley,"{101666,136709}"
bullionlane.durham.sch.uk,1,1,durham,{114209}
bulmerschool.co.uk,0,1,,{115067}
bulphanprimary.thurrock.sch.uk,1,1,thurrock,{115092}
bulwellacademy.co.uk,0,1,,{135685}
bulwellstmarys.co.uk,0,1,,"{143015,122740}"
bunburyaldersey.cheshire.sch.uk,1,1,cheshire,"{143155,111344}"
bungayhigh.co.uk,0,1,,{136998}
bungaymiddle.ik.com,0,0,,{124833}
bungayprimary.co.uk,0,1,,"{144443,124573}"
bunnyprimaryschool.com,0,0,,{122751}
buntingsdale.shropshire.sch.uk,1,1,shropshire,{123397}
bunwell.norfolk.sch.uk,1,1,norfolk,"{143459,120790}"
burbage.derbyshire.sch.uk,1,1,derbyshire,{112520}
burbageinfants.org,0,0,,{120121}
burbage-jun.leics.sch.uk,1,1,leics,{119964}
burbageprimary.org.uk,0,1,,"{139381,126285}"
burdettcoutts.westminster.lgfl.net,0,0,,{101122}
bures.suffolk.sch.uk,1,1,suffolk,{124692}
burevalleyschool.org.uk,0,1,,{120911}
burfordceprimary.co.uk,0,1,,"{144201,123464}"
burford.oxon.sch.uk,1,1,oxon,"{138289,123235}"
burfordprimaryandnursery.co.uk,0,1,,"{143060,122429}"
burford-pri.oxon.sch.uk,1,1,oxon,"{142341,123014}"
burfordschool.co.uk,0,1,,{110314}
burgate.hants.sch.uk,1,1,hants,"{136719,116494}"
burgh-by-sands.cumbria.sch.uk,1,1,cumbria,{112106}
burghclere.hants.sch.uk,1,1,hants,{115868}
burghfield.westberks.org,0,0,,{109956}
burghill.hereford.sch.uk,1,1,hereford,"{139608,116667}"
burghschool.org.uk,0,1,,{120566}
burham.kent.sch.uk,1,1,kent,{118620}
burhill.surrey.sch.uk,1,1,surrey,{125055}
buriton.hants.sch.uk,1,1,hants,{115869}
burleighschool.co.uk,0,1,,{117367}
burlescombeprimary.co.uk,0,1,,{113350}
burleygate.hereford.sch.uk,1,1,hereford,"{143454,116788}"
burley.hants.sch.uk,1,1,hants,{115870}
burleyoaks.co.uk,0,1,,{132221}
burleystmatthias.co.uk,0,1,,{108001}
burleywoodhead.com,0,0,,{107313}
burlingtondanes.org,0,0,,{131752}
burlingtoni.kingston.sch.uk,1,1,kingston,{102565}
burlingtoninfants.org.uk,0,1,,{117833}
burlingtonj.kingston.sch.uk,1,1,kingston,{102564}
burlingtonjuniorschool.org,0,0,,{117832}
burlingtonschool.org.uk,0,1,,{112281}
burlishparkprimary.worcs.sch.uk,1,1,worcs,{135040}
burlishpark.worcs.sch.uk,1,1,worcs,{116739}
burlish.worcs.sch.uk,1,1,worcs,{116972}
burmaninfantschool.com,0,0,,{104040}
burnage.manchester.sch.uk,1,1,manchester,{140703}
burnbush.bristol.sch.uk,1,1,bristol,"{108985,142032}"
burnestonceprimaryschool.co.uk,0,1,,{121619}
burnhamgrammar.org.uk,0,1,,{137564}
burnhaminfants.com,0,0,,{123682}
burnhammarket.norfolk.sch.uk,1,1,norfolk,{120792}
burnhamprimary.uk,0,1,,{114821}
burnhamupper.bucks.sch.uk,1,1,bucks,{110501}
burnholme.co.uk,0,1,,{121704}
burnhope.durham.sch.uk,1,1,durham,{114041}
burnley.ac.uk,0,1,,"{130735,119728}"
burnleybrow.co.uk,0,1,,{105680}
burnleyhighschool.co.uk,0,1,,{141028}
burnleyroadacademy.org,0,0,,{137391}
burnleyroadschool.org.uk,0,1,,{107506}
burnopfield.durham.sch.uk,1,1,durham,{114035}
burnsallprimaryschool.co.uk,0,1,,{121622}
burnsidecollege.org.uk,0,1,,{108640}
burnsideprimary.co.uk,0,1,,{122266}
burntash.bromley.sch.uk,1,1,bromley,"{101597,142584}"
burntmill.essex.sch.uk,1,1,essex,"{115219,137694}"
burntoak-junior.com,0,0,,{141976}
burntoak.medway.sch.uk,1,1,medway,{131527}
burntwoodschool.com,0,0,,{139842}
burntyates.n-yorks.sch.uk,1,1,n-yorks,{121626}
burnwoodcommunityschool.co.uk,0,1,,"{124221,123949}"
burpham.surrey.sch.uk,1,1,surrey,{125299}
burradoncommunityprimaryschool.co.uk,0,1,,{108612}
burraton.cornwall.sch.uk,1,1,cornwall,{111972}
burrington.eschools.co.uk,0,1,,{109240}
burrington-primary.devon.sch.uk,1,1,devon,{137026}
burroughgreen.cambs.sch.uk,1,1,cambs,{110783}
burrowmoor.net,0,0,,"{139843,110639}"
burrsville-inf.essex.sch.uk,1,1,essex,"{139808,114749}"
bursaracademy.co.uk,0,1,,{138467}
burscoughbridge.lancs.sch.uk,1,1,lancs,{119402}
burscough.lancsngfl.ac.uk,0,1,,{119328}
burscough.lancs.sch.uk,1,1,lancs,{119681}
bursledonschools.co.uk,0,1,,"{116277,116027}"
bursley.staffs.sch.uk,1,1,staffs,"{124107,138043}"
burstedwoodprimary.org.uk,0,1,,{140443}
burston.norfolk.sch.uk,1,1,norfolk,"{120793,144427}"
burstowschool.org,0,0,,{125292}
burstwickprimaryschool.co.uk,0,1,,{117838}
burtonagnesprimaryschool.co.uk,0,1,,{117973}
burtonborough.org.uk,0,1,,{123574}
burtonbradstock.dorset.sch.uk,1,1,dorset,"{113758,142692}"
burtonendschool.co.uk,0,1,,"{124557,141546}"
burtongreenprimary.co.uk,0,1,,"{121287,143398}"
burtongreenschool.org.uk,0,1,,{125659}
burtonjoyce.notts.sch.uk,1,1,notts,"{143299,122624}"
burtonleonard.n-yorks.sch.uk,1,1,n-yorks,{121555}
burtonmanor.staffs.sch.uk,1,1,staffs,{124202}
